gene	chr	strand	is_gxe	is_bg	n_small_indel	n_large_indel	n_SNP	n_sv_total	has_any_sv
Zm00001eb059970	chr1	-	False	True	2	1	1	4	True
Zm00001eb059990	chr1	+	False	True	1	0	2	3	True
Zm00001eb060010	chr1	+	False	True	2	0	11	13	True
Zm00001eb060070	chr1	+	False	True	11	1	34	46	True
Zm00001eb060110	chr1	+	False	True	1	0	1	2	True
Zm00001eb060130	chr1	-	False	True	4	1	8	13	True
Zm00001eb060170	chr1	+	False	True	1	0	1	2	True
Zm00001eb060200	chr1	+	False	True	2	1	7	10	True
Zm00001eb060220	chr1	-	False	True	3	4	18	25	True
Zm00001eb060260	chr1	-	False	True	20	1	21	42	True
Zm00001eb060340	chr1	-	False	True	6	0	39	45	True
Zm00001eb060350	chr1	-	False	True	9	0	53	62	True
Zm00001eb060380	chr1	+	False	True	2	0	9	11	True
Zm00001eb060390	chr1	-	False	True	2	0	5	7	True
Zm00001eb060430	chr1	+	False	True	0	0	5	5	True
Zm00001eb060520	chr1	-	False	True	17	1	43	61	True
Zm00001eb060550	chr1	-	True	False	5	1	9	15	True
Zm00001eb060560	chr1	-	False	True	2	1	10	13	True
Zm00001eb060580	chr1	-	False	True	0	0	1	1	True
Zm00001eb060630	chr1	+	False	True	7	1	22	30	True
Zm00001eb060660	chr1	-	False	True	4	0	15	19	True
Zm00001eb060670	chr1	+	False	True	5	0	15	20	True
Zm00001eb060680	chr1	+	False	True	6	0	7	13	True
Zm00001eb060720	chr1	-	False	True	4	0	3	7	True
Zm00001eb060730	chr1	-	False	True	0	0	3	3	True
Zm00001eb060760	chr1	+	False	True	0	0	4	4	True
Zm00001eb060780	chr1	+	False	True	0	0	0	0	False
Zm00001eb060800	chr1	+	False	True	3	0	28	31	True
Zm00001eb060810	chr1	-	False	True	0	0	0	0	False
Zm00001eb060830	chr1	-	False	True	0	0	0	0	False
Zm00001eb060890	chr1	-	False	True	3	0	7	10	True
Zm00001eb060990	chr1	+	False	True	0	0	0	0	False
Zm00001eb061060	chr1	+	False	True	0	0	0	0	False
Zm00001eb061120	chr1	+	False	True	3	1	20	24	True
Zm00001eb061130	chr1	+	False	True	0	0	0	0	False
Zm00001eb061140	chr1	+	False	True	3	1	16	20	True
Zm00001eb061170	chr1	+	False	True	0	0	9	9	True
Zm00001eb061180	chr1	-	False	True	2	0	14	16	True
Zm00001eb061190	chr1	+	False	True	0	0	1	1	True
Zm00001eb061200	chr1	-	False	True	8	1	24	33	True
Zm00001eb061250	chr1	+	False	True	15	0	25	40	True
Zm00001eb061260	chr1	-	False	True	2	2	34	38	True
Zm00001eb061280	chr1	+	False	True	1	0	4	5	True
Zm00001eb061360	chr1	-	False	True	3	0	14	17	True
Zm00001eb061370	chr1	-	False	True	0	2	17	19	True
Zm00001eb061390	chr1	+	False	True	9	1	19	29	True
Zm00001eb061400	chr1	+	False	True	9	0	11	20	True
Zm00001eb061410	chr1	+	False	True	4	1	35	40	True
Zm00001eb061430	chr1	-	False	True	3	1	26	30	True
Zm00001eb061440	chr1	+	False	True	5	2	4	11	True
Zm00001eb061450	chr1	+	False	True	5	0	25	30	True
Zm00001eb061460	chr1	-	False	True	12	2	52	66	True
Zm00001eb061470	chr1	-	False	True	10	0	37	47	True
Zm00001eb061480	chr1	-	False	True	6	0	29	35	True
Zm00001eb061490	chr1	-	False	True	4	0	6	10	True
Zm00001eb061500	chr1	-	False	True	2	0	5	7	True
Zm00001eb061510	chr1	+	False	True	2	0	5	7	True
Zm00001eb061520	chr1	-	False	True	0	1	3	4	True
Zm00001eb061530	chr1	+	False	True	0	1	3	4	True
Zm00001eb061550	chr1	+	False	True	0	0	0	0	False
Zm00001eb061630	chr1	+	False	True	11	0	51	62	True
Zm00001eb061640	chr1	-	False	True	0	0	16	16	True
Zm00001eb061670	chr1	+	False	True	126	0	622	748	True
Zm00001eb061730	chr1	+	False	True	2	0	15	17	True
Zm00001eb061820	chr1	-	False	True	5	0	1	6	True
Zm00001eb061850	chr1	+	False	True	3	0	30	33	True
Zm00001eb061860	chr1	+	False	True	0	0	4	4	True
Zm00001eb061880	chr1	-	False	True	22	1	22	45	True
Zm00001eb061890	chr1	-	False	True	0	0	2	2	True
Zm00001eb061910	chr1	-	False	True	16	1	29	46	True
Zm00001eb061920	chr1	-	False	True	5	0	15	20	True
Zm00001eb062040	chr1	-	False	True	4	1	7	12	True
Zm00001eb062070	chr1	-	False	True	9	1	48	58	True
Zm00001eb062080	chr1	-	False	True	3	1	28	32	True
Zm00001eb062130	chr1	+	False	True	6	0	21	27	True
Zm00001eb062140	chr1	-	False	True	5	0	15	20	True
Zm00001eb062150	chr1	+	False	True	8	0	35	43	True
Zm00001eb062160	chr1	+	False	True	2	1	44	47	True
Zm00001eb062170	chr1	+	False	True	3	0	7	10	True
Zm00001eb062180	chr1	-	False	True	7	0	15	22	True
Zm00001eb062200	chr1	-	False	True	4	2	34	40	True
Zm00001eb062230	chr1	-	False	True	7	0	23	30	True
Zm00001eb062300	chr1	-	False	True	2	1	4	7	True
Zm00001eb062310	chr1	+	False	True	5	0	15	20	True
Zm00001eb062330	chr1	-	False	True	4	1	15	20	True
Zm00001eb062340	chr1	+	False	True	5	2	12	19	True
Zm00001eb062360	chr1	+	False	True	9	1	20	30	True
Zm00001eb062420	chr1	-	False	True	2	1	1	4	True
Zm00001eb062440	chr1	-	False	True	0	0	0	0	False
Zm00001eb062450	chr1	-	False	True	1	0	1	2	True
Zm00001eb062480	chr1	+	False	True	1	1	4	6	True
Zm00001eb062490	chr1	-	False	True	0	0	0	0	False
Zm00001eb062500	chr1	-	False	True	10	0	14	24	True
Zm00001eb062510	chr1	-	False	True	1	1	2	4	True
Zm00001eb062520	chr1	-	False	True	8	1	29	38	True
Zm00001eb062530	chr1	+	False	True	6	1	36	43	True
Zm00001eb062550	chr1	+	False	True	11	1	35	47	True
Zm00001eb062600	chr1	+	False	True	5	1	17	23	True
Zm00001eb062620	chr1	-	False	True	8	2	34	44	True
Zm00001eb062630	chr1	-	False	True	2	0	3	5	True
Zm00001eb062640	chr1	+	False	True	4	0	5	9	True
Zm00001eb062680	chr1	-	False	True	0	0	0	0	False
Zm00001eb062720	chr1	-	False	True	8	1	15	24	True
Zm00001eb062730	chr1	+	False	True	1	0	10	11	True
Zm00001eb062760	chr1	+	False	True	0	0	5	5	True
Zm00001eb062770	chr1	-	False	True	1	0	7	8	True
Zm00001eb062790	chr1	+	False	True	3	0	6	9	True
Zm00001eb062800	chr1	+	False	True	2	1	6	9	True
Zm00001eb062810	chr1	+	False	True	5	0	16	21	True
Zm00001eb062820	chr1	-	False	True	3	0	21	24	True
Zm00001eb062840	chr1	+	False	True	2	0	7	9	True
Zm00001eb062850	chr1	-	False	True	6	2	23	31	True
Zm00001eb062880	chr1	-	False	True	2	1	9	12	True
Zm00001eb062900	chr1	-	False	True	9	0	14	23	True
Zm00001eb062910	chr1	-	False	True	5	0	15	20	True
Zm00001eb063110	chr1	-	False	True	3	0	6	9	True
Zm00001eb063150	chr1	-	False	True	0	0	2	2	True
Zm00001eb063220	chr1	-	False	True	6	0	16	22	True
Zm00001eb063230	chr1	+	False	True	7	0	24	31	True
Zm00001eb063250	chr1	+	False	True	4	0	13	17	True
Zm00001eb063280	chr1	+	False	True	5	0	9	14	True
Zm00001eb063290	chr1	-	False	True	8	1	11	20	True
Zm00001eb063300	chr1	+	False	True	0	1	1	2	True
Zm00001eb063340	chr1	-	False	True	6	0	18	24	True
Zm00001eb063350	chr1	-	False	True	3	1	4	8	True
Zm00001eb063360	chr1	+	False	True	2	0	14	16	True
Zm00001eb063370	chr1	-	False	True	3	1	13	17	True
Zm00001eb063390	chr1	+	False	True	4	0	4	8	True
Zm00001eb063420	chr1	-	False	True	1	0	7	8	True
Zm00001eb063430	chr1	-	False	True	7	0	17	24	True
Zm00001eb063450	chr1	-	False	True	1	0	10	11	True
Zm00001eb063470	chr1	-	False	True	3	1	29	33	True
Zm00001eb063490	chr1	-	False	True	0	1	0	1	True
Zm00001eb063530	chr1	-	False	True	5	0	13	18	True
Zm00001eb063600	chr1	-	False	True	3	0	24	27	True
Zm00001eb063610	chr1	+	False	True	1	2	14	17	True
Zm00001eb063620	chr1	+	False	True	3	0	9	12	True
Zm00001eb063660	chr1	+	False	True	0	0	1	1	True
Zm00001eb063680	chr1	+	False	True	3	0	16	19	True
Zm00001eb063690	chr1	-	False	True	2	0	10	12	True
Zm00001eb063700	chr1	+	False	True	2	0	10	12	True
Zm00001eb063710	chr1	+	False	True	7	1	15	23	True
Zm00001eb063720	chr1	-	False	True	6	1	33	40	True
Zm00001eb063730	chr1	-	False	True	2	1	11	14	True
Zm00001eb063750	chr1	-	False	True	4	0	11	15	True
Zm00001eb063770	chr1	+	False	True	3	0	8	11	True
Zm00001eb063800	chr1	+	False	True	3	0	6	9	True
Zm00001eb063810	chr1	-	False	True	1	1	3	5	True
Zm00001eb063860	chr1	+	False	True	4	0	2	6	True
Zm00001eb063870	chr1	+	False	True	3	0	28	31	True
Zm00001eb063890	chr1	+	False	True	6	0	19	25	True
Zm00001eb063900	chr1	-	False	True	19	1	27	47	True
Zm00001eb063910	chr1	+	False	True	11	0	21	32	True
Zm00001eb063940	chr1	-	False	True	9	0	14	23	True
Zm00001eb063980	chr1	-	False	True	4	0	22	26	True
Zm00001eb063990	chr1	-	False	True	10	0	18	28	True
Zm00001eb064000	chr1	-	False	True	7	0	30	37	True
Zm00001eb064010	chr1	+	False	True	10	0	49	59	True
Zm00001eb064020	chr1	+	False	True	8	1	20	29	True
Zm00001eb064030	chr1	-	False	True	8	0	46	54	True
Zm00001eb064040	chr1	+	False	True	3	1	26	30	True
Zm00001eb064090	chr1	+	False	True	4	1	49	54	True
Zm00001eb064100	chr1	-	False	True	7	0	57	64	True
Zm00001eb064120	chr1	+	False	True	4	0	26	30	True
Zm00001eb064160	chr1	+	False	True	1	0	2	3	True
Zm00001eb064170	chr1	+	False	True	1	0	2	3	True
Zm00001eb064190	chr1	-	False	True	9	1	53	63	True
Zm00001eb064210	chr1	+	False	True	1	0	2	3	True
Zm00001eb064270	chr1	-	False	True	0	1	1	2	True
Zm00001eb064340	chr1	-	False	True	12	0	23	35	True
Zm00001eb064350	chr1	-	False	True	7	1	13	21	True
Zm00001eb064380	chr1	-	False	True	3	1	18	22	True
Zm00001eb064400	chr1	+	False	True	7	0	9	16	True
Zm00001eb064410	chr1	+	False	True	1	0	2	3	True
Zm00001eb064420	chr1	+	False	True	10	0	38	48	True
Zm00001eb064440	chr1	-	False	True	0	0	0	0	False
Zm00001eb064480	chr1	-	False	True	11	0	60	71	True
Zm00001eb064520	chr1	-	False	True	5	1	15	21	True
Zm00001eb064530	chr1	+	False	True	14	1	22	37	True
Zm00001eb064540	chr1	-	True	False	4	1	16	21	True
Zm00001eb064550	chr1	-	False	True	0	0	1	1	True
Zm00001eb064570	chr1	+	False	True	0	0	1	1	True
Zm00001eb064580	chr1	-	False	True	1	0	9	10	True
Zm00001eb064590	chr1	+	False	True	1	0	13	14	True
Zm00001eb064600	chr1	+	False	True	3	1	4	8	True
Zm00001eb064620	chr1	+	False	True	0	0	0	0	False
Zm00001eb064630	chr1	+	False	True	0	0	1	1	True
Zm00001eb064640	chr1	-	False	True	7	3	12	22	True
Zm00001eb064650	chr1	+	True	False	0	0	0	0	False
Zm00001eb064670	chr1	+	False	True	12	0	45	57	True
Zm00001eb064680	chr1	-	False	True	4	2	13	19	True
Zm00001eb064690	chr1	-	False	True	1	0	10	11	True
Zm00001eb064710	chr1	-	True	False	6	1	24	31	True
Zm00001eb064770	chr1	-	False	True	2	1	5	8	True
Zm00001eb064800	chr1	-	False	True	3	0	13	16	True
Zm00001eb064810	chr1	+	False	True	4	0	16	20	True
Zm00001eb064830	chr1	+	False	True	3	0	4	7	True
Zm00001eb064840	chr1	+	False	True	7	0	19	26	True
Zm00001eb064850	chr1	-	False	True	1	1	20	22	True
Zm00001eb064860	chr1	+	False	True	0	0	8	8	True
Zm00001eb064870	chr1	-	False	True	6	2	11	19	True
Zm00001eb064890	chr1	+	False	True	1	0	2	3	True
Zm00001eb064910	chr1	+	False	True	0	0	1	1	True
Zm00001eb064920	chr1	-	False	True	8	0	17	25	True
Zm00001eb064930	chr1	+	False	True	7	0	15	22	True
Zm00001eb064940	chr1	+	False	True	3	1	7	11	True
Zm00001eb065250	chr1	-	False	True	3	0	16	19	True
Zm00001eb065280	chr1	+	False	True	9	0	6	15	True
Zm00001eb065300	chr1	+	False	True	6	1	8	15	True
Zm00001eb065310	chr1	-	False	True	0	0	3	3	True
Zm00001eb065340	chr1	+	False	True	2	0	9	11	True
Zm00001eb065460	chr1	-	False	True	0	0	0	0	False
Zm00001eb065570	chr2	-	False	True	2	0	4	6	True
Zm00001eb065580	chr2	-	False	True	3	1	3	7	True
Zm00001eb065720	chr2	-	False	True	1	0	0	1	True
Zm00001eb065730	chr2	-	False	True	4	1	10	15	True
Zm00001eb065740	chr2	+	False	True	0	1	2	3	True
Zm00001eb065770	chr2	+	False	True	1	1	8	10	True
Zm00001eb065780	chr2	+	False	True	5	1	14	20	True
Zm00001eb065790	chr2	-	False	True	5	0	23	28	True
Zm00001eb065800	chr2	+	False	True	1	0	5	6	True
Zm00001eb065850	chr2	+	False	True	2	0	12	14	True
Zm00001eb065860	chr2	-	False	True	7	0	34	41	True
Zm00001eb065870	chr2	-	False	True	2	0	16	18	True
Zm00001eb065920	chr2	-	False	True	2	0	44	46	True
Zm00001eb065930	chr2	+	False	True	4	0	32	36	True
Zm00001eb065940	chr2	-	False	True	4	2	30	36	True
Zm00001eb065950	chr2	-	False	True	1	1	1	3	True
Zm00001eb066000	chr2	+	False	True	2	0	6	8	True
Zm00001eb066010	chr2	+	False	True	7	2	24	33	True
Zm00001eb066020	chr2	-	False	True	4	0	28	32	True
Zm00001eb066140	chr2	+	False	True	15	1	39	55	True
Zm00001eb066150	chr2	+	False	True	4	0	36	40	True
Zm00001eb066180	chr2	-	False	True	8	1	64	73	True
Zm00001eb066190	chr2	+	False	True	3	2	15	20	True
Zm00001eb066260	chr2	+	False	True	2	0	21	23	True
Zm00001eb066320	chr2	-	False	True	3	0	7	10	True
Zm00001eb066350	chr2	+	False	True	5	0	20	25	True
Zm00001eb066360	chr2	+	False	True	6	0	17	23	True
Zm00001eb066370	chr2	-	False	True	4	0	12	16	True
Zm00001eb066420	chr2	-	False	True	0	1	1	2	True
Zm00001eb066460	chr2	-	False	True	13	1	53	67	True
Zm00001eb066470	chr2	-	False	True	2	2	4	8	True
Zm00001eb066480	chr2	-	True	False	9	0	19	28	True
Zm00001eb066580	chr2	+	False	True	8	0	11	19	True
Zm00001eb066590	chr2	-	False	True	2	0	6	8	True
Zm00001eb066600	chr2	+	False	True	8	0	40	48	True
Zm00001eb066610	chr2	-	False	True	3	1	16	20	True
Zm00001eb066630	chr2	+	False	True	15	0	41	56	True
Zm00001eb066640	chr2	+	False	True	3	0	3	6	True
Zm00001eb066670	chr2	-	False	True	1	0	2	3	True
Zm00001eb066680	chr2	+	False	True	1	0	5	6	True
Zm00001eb066690	chr2	+	False	True	5	0	1	6	True
Zm00001eb066780	chr2	-	False	True	2	1	1	4	True
Zm00001eb066790	chr2	-	False	True	7	0	24	31	True
Zm00001eb066800	chr2	+	False	True	1	1	0	2	True
Zm00001eb066810	chr2	-	False	True	3	0	13	16	True
Zm00001eb066820	chr2	+	False	True	2	0	4	6	True
Zm00001eb066840	chr2	-	False	True	0	0	14	14	True
Zm00001eb066850	chr2	+	False	True	2	0	8	10	True
Zm00001eb066860	chr2	+	False	True	7	0	15	22	True
Zm00001eb066870	chr2	-	False	True	13	2	20	35	True
Zm00001eb066890	chr2	+	False	True	5	0	33	38	True
Zm00001eb066900	chr2	+	False	True	9	2	13	24	True
Zm00001eb066910	chr2	+	False	True	8	0	19	27	True
Zm00001eb066920	chr2	+	False	True	4	0	18	22	True
Zm00001eb066940	chr2	+	False	True	0	1	3	4	True
Zm00001eb066950	chr2	-	False	True	3	0	11	14	True
Zm00001eb066960	chr2	-	False	True	1	0	4	5	True
Zm00001eb067130	chr2	+	False	True	3	0	2	5	True
Zm00001eb067180	chr2	+	False	True	3	0	12	15	True
Zm00001eb067190	chr2	+	False	True	3	0	11	14	True
Zm00001eb067200	chr2	-	False	True	3	0	3	6	True
Zm00001eb067210	chr2	+	False	True	2	1	9	12	True
Zm00001eb067220	chr2	-	False	True	17	1	47	65	True
Zm00001eb067230	chr2	+	False	True	16	1	40	57	True
Zm00001eb067250	chr2	+	False	True	5	0	20	25	True
Zm00001eb067290	chr2	+	False	True	4	0	13	17	True
Zm00001eb067340	chr2	+	False	True	0	0	0	0	False
Zm00001eb067370	chr2	+	False	True	2	0	14	16	True
Zm00001eb067410	chr2	+	False	True	4	1	16	21	True
Zm00001eb067440	chr2	-	False	True	6	0	7	13	True
Zm00001eb067450	chr2	+	False	True	3	0	7	10	True
Zm00001eb067460	chr2	+	False	True	1	0	10	11	True
Zm00001eb067480	chr2	-	False	True	4	1	10	15	True
Zm00001eb067490	chr2	-	False	True	4	0	9	13	True
Zm00001eb067500	chr2	+	False	True	2	0	16	18	True
Zm00001eb067530	chr2	+	False	True	2	0	3	5	True
Zm00001eb067550	chr2	-	False	True	6	0	37	43	True
Zm00001eb067560	chr2	+	False	True	3	0	17	20	True
Zm00001eb067570	chr2	+	False	True	8	0	24	32	True
Zm00001eb067590	chr2	-	False	True	11	0	17	28	True
Zm00001eb067600	chr2	-	False	True	4	1	25	30	True
Zm00001eb067610	chr2	+	False	True	8	2	29	39	True
Zm00001eb067650	chr2	+	False	True	1	0	13	14	True
Zm00001eb067660	chr2	+	False	True	0	0	0	0	False
Zm00001eb067690	chr2	-	False	True	6	1	12	19	True
Zm00001eb067700	chr2	-	False	True	11	0	21	32	True
Zm00001eb067710	chr2	+	False	True	6	0	41	47	True
Zm00001eb067720	chr2	+	False	True	6	0	16	22	True
Zm00001eb067750	chr2	-	False	True	11	0	16	27	True
Zm00001eb067810	chr2	-	False	True	5	2	15	22	True
Zm00001eb067910	chr2	+	False	True	0	0	11	11	True
Zm00001eb067920	chr2	+	False	True	3	0	5	8	True
Zm00001eb067960	chr2	+	False	True	2	1	35	38	True
Zm00001eb068020	chr2	+	False	True	1	0	9	10	True
Zm00001eb068040	chr2	+	False	True	4	0	19	23	True
Zm00001eb068050	chr2	-	False	True	2	0	1	3	True
Zm00001eb068100	chr2	+	False	True	8	1	18	27	True
Zm00001eb068110	chr2	-	False	True	4	1	19	24	True
Zm00001eb068130	chr2	+	False	True	3	1	8	12	True
Zm00001eb068160	chr2	+	True	False	7	1	13	21	True
Zm00001eb068240	chr2	+	False	True	2	0	2	4	True
Zm00001eb068270	chr2	-	False	True	10	1	11	22	True
Zm00001eb068280	chr2	-	True	False	8	0	24	32	True
Zm00001eb068290	chr2	+	False	True	6	0	14	20	True
Zm00001eb068300	chr2	-	False	True	4	1	14	19	True
Zm00001eb068390	chr2	+	False	True	0	0	3	3	True
Zm00001eb068400	chr2	+	False	True	12	0	16	28	True
Zm00001eb068410	chr2	-	False	True	0	0	0	0	False
Zm00001eb068460	chr2	+	False	True	0	1	2	3	True
Zm00001eb068520	chr2	-	False	True	5	0	2	7	True
Zm00001eb068530	chr2	+	False	True	0	0	0	0	False
Zm00001eb068540	chr2	-	False	True	1	0	0	1	True
Zm00001eb068570	chr2	+	False	True	0	0	6	6	True
Zm00001eb068580	chr2	+	False	True	8	1	20	29	True
Zm00001eb068590	chr2	+	False	True	4	2	9	15	True
Zm00001eb068600	chr2	+	False	True	12	1	28	41	True
Zm00001eb068620	chr2	-	False	True	16	1	19	36	True
Zm00001eb068630	chr2	-	False	True	2	0	2	4	True
Zm00001eb068670	chr2	-	False	True	3	2	15	20	True
Zm00001eb068710	chr2	-	False	True	0	0	0	0	False
Zm00001eb068780	chr2	-	False	True	17	1	84	102	True
Zm00001eb068910	chr2	+	False	True	5	0	12	17	True
Zm00001eb068960	chr2	-	False	True	3	0	18	21	True
Zm00001eb068980	chr2	-	False	True	3	1	4	8	True
Zm00001eb069010	chr2	-	False	True	1	0	4	5	True
Zm00001eb069020	chr2	+	False	True	2	0	6	8	True
Zm00001eb069090	chr2	+	False	True	0	0	1	1	True
Zm00001eb069120	chr2	-	False	True	1	1	3	5	True
Zm00001eb069130	chr2	-	False	True	0	0	1	1	True
Zm00001eb069140	chr2	+	False	True	13	0	9	22	True
Zm00001eb069160	chr2	+	False	True	1	1	2	4	True
Zm00001eb069180	chr2	-	False	True	0	1	16	17	True
Zm00001eb069190	chr2	+	False	True	5	0	22	27	True
Zm00001eb069200	chr2	+	False	True	0	1	3	4	True
Zm00001eb069210	chr2	+	False	True	0	0	4	4	True
Zm00001eb069220	chr2	-	False	True	7	1	40	48	True
Zm00001eb069260	chr2	+	False	True	5	0	9	14	True
Zm00001eb069280	chr2	+	False	True	6	0	8	14	True
Zm00001eb069290	chr2	+	False	True	4	3	18	25	True
Zm00001eb069320	chr2	+	False	True	10	0	16	26	True
Zm00001eb069350	chr2	-	False	True	4	1	12	17	True
Zm00001eb069390	chr2	+	False	True	2	0	4	6	True
Zm00001eb069400	chr2	+	False	True	4	0	16	20	True
Zm00001eb069410	chr2	-	False	True	2	1	8	11	True
Zm00001eb069420	chr2	+	False	True	2	0	2	4	True
Zm00001eb069490	chr2	+	False	True	1	0	13	14	True
Zm00001eb069550	chr2	+	False	True	2	0	9	11	True
Zm00001eb069570	chr2	+	False	True	5	1	4	10	True
Zm00001eb069580	chr2	-	False	True	5	0	14	19	True
Zm00001eb069620	chr2	+	False	True	8	0	29	37	True
Zm00001eb069630	chr2	+	False	True	10	1	40	51	True
Zm00001eb069700	chr2	+	False	True	4	0	5	9	True
Zm00001eb070040	chr2	+	False	True	0	0	0	0	False
Zm00001eb070050	chr2	+	False	True	16	0	49	65	True
Zm00001eb070120	chr2	-	False	True	2	0	1	3	True
Zm00001eb070130	chr2	-	False	True	0	0	2	2	True
Zm00001eb070180	chr2	+	False	True	0	0	0	0	False
Zm00001eb070200	chr2	-	False	True	0	1	16	17	True
Zm00001eb070230	chr2	+	False	True	5	1	20	26	True
Zm00001eb070240	chr2	+	False	True	2	0	7	9	True
Zm00001eb070250	chr2	-	True	False	8	0	17	25	True
Zm00001eb070260	chr2	-	False	True	8	0	41	49	True
Zm00001eb070280	chr2	-	False	True	5	1	17	23	True
Zm00001eb070310	chr2	+	False	True	0	0	0	0	False
Zm00001eb070320	chr2	+	False	True	0	0	6	6	True
Zm00001eb070340	chr2	+	False	True	4	0	23	27	True
Zm00001eb070360	chr2	-	False	True	1	0	9	10	True
Zm00001eb070400	chr2	+	False	True	14	0	60	74	True
Zm00001eb070410	chr2	-	False	True	8	0	33	41	True
Zm00001eb070460	chr2	+	False	True	0	0	0	0	False
Zm00001eb070520	chr2	-	False	True	9	1	16	26	True
Zm00001eb070550	chr2	-	False	True	12	1	21	34	True
Zm00001eb070570	chr2	-	False	True	6	0	33	39	True
Zm00001eb070600	chr2	+	False	True	7	0	20	27	True
Zm00001eb070730	chr2	+	False	True	3	0	8	11	True
Zm00001eb070740	chr2	+	False	True	2	0	8	10	True
Zm00001eb070750	chr2	+	False	True	4	0	15	19	True
Zm00001eb070760	chr2	-	False	True	5	0	11	16	True
Zm00001eb070770	chr2	-	False	True	0	0	0	0	False
Zm00001eb070790	chr2	-	False	True	12	1	40	53	True
Zm00001eb070820	chr2	-	False	True	18	1	59	78	True
Zm00001eb070840	chr2	-	True	False	11	0	27	38	True
Zm00001eb070860	chr2	-	False	True	2	0	0	2	True
Zm00001eb070890	chr2	-	False	True	2	0	22	24	True
Zm00001eb070900	chr2	-	False	True	5	1	12	18	True
Zm00001eb070910	chr2	+	False	True	6	0	15	21	True
Zm00001eb070920	chr2	+	False	True	10	0	32	42	True
Zm00001eb070940	chr2	+	False	True	0	0	1	1	True
Zm00001eb070950	chr2	-	False	True	5	0	24	29	True
Zm00001eb070960	chr2	+	False	True	3	0	17	20	True
Zm00001eb070970	chr2	+	False	True	7	1	33	41	True
Zm00001eb071020	chr2	-	False	True	5	0	21	26	True
Zm00001eb071030	chr2	+	False	True	4	0	20	24	True
Zm00001eb071050	chr2	-	False	True	8	0	11	19	True
Zm00001eb071070	chr2	-	False	True	5	0	18	23	True
Zm00001eb071080	chr2	+	False	True	12	1	31	44	True
Zm00001eb071090	chr2	+	True	False	0	0	0	0	False
Zm00001eb071100	chr2	-	False	True	2	1	6	9	True
Zm00001eb071110	chr2	-	False	True	6	0	23	29	True
Zm00001eb071130	chr2	-	False	True	12	1	23	36	True
Zm00001eb071140	chr2	-	False	True	0	0	2	2	True
Zm00001eb071150	chr2	+	False	True	1	0	1	2	True
Zm00001eb071170	chr2	+	False	True	3	0	1	4	True
Zm00001eb071190	chr2	-	False	True	8	1	13	22	True
Zm00001eb071280	chr2	+	False	True	0	0	0	0	False
Zm00001eb071290	chr2	-	False	True	3	0	13	16	True
Zm00001eb071300	chr2	+	False	True	7	0	13	20	True
Zm00001eb071310	chr2	-	False	True	6	3	19	28	True
Zm00001eb071400	chr2	+	False	True	4	0	10	14	True
Zm00001eb071430	chr2	+	False	True	0	0	0	0	False
Zm00001eb071440	chr2	+	False	True	10	1	29	40	True
Zm00001eb071460	chr2	-	False	True	1	0	7	8	True
Zm00001eb071470	chr2	+	False	True	1	0	7	8	True
Zm00001eb071480	chr2	-	False	True	4	0	10	14	True
Zm00001eb071490	chr2	-	False	True	1	0	3	4	True
Zm00001eb071500	chr2	-	False	True	1	0	3	4	True
Zm00001eb071550	chr2	+	False	True	15	0	26	41	True
Zm00001eb071570	chr2	+	False	True	6	0	12	18	True
Zm00001eb071590	chr2	-	False	True	8	1	42	51	True
Zm00001eb071600	chr2	+	False	True	5	2	26	33	True
Zm00001eb071650	chr2	+	False	True	6	0	7	13	True
Zm00001eb071700	chr2	+	False	True	8	0	17	25	True
Zm00001eb071720	chr2	+	False	True	3	1	20	24	True
Zm00001eb071730	chr2	-	False	True	2	1	9	12	True
Zm00001eb071740	chr2	+	False	True	1	0	17	18	True
Zm00001eb071750	chr2	-	False	True	2	0	1	3	True
Zm00001eb071770	chr2	+	False	True	4	0	16	20	True
Zm00001eb071780	chr2	+	False	True	1	0	5	6	True
Zm00001eb071790	chr2	+	False	True	4	0	15	19	True
Zm00001eb071800	chr2	-	False	True	9	1	28	38	True
Zm00001eb071820	chr2	+	False	True	2	1	5	8	True
Zm00001eb071830	chr2	+	False	True	7	0	13	20	True
Zm00001eb071890	chr2	+	False	True	0	0	3	3	True
Zm00001eb071920	chr2	-	False	True	7	0	20	27	True
Zm00001eb071930	chr2	-	False	True	4	1	17	22	True
Zm00001eb071940	chr2	-	False	True	8	1	45	54	True
Zm00001eb071960	chr2	-	False	True	8	1	16	25	True
Zm00001eb071970	chr2	+	False	True	4	0	11	15	True
Zm00001eb071980	chr2	-	False	True	2	0	5	7	True
Zm00001eb072100	chr2	+	False	True	1	1	3	5	True
Zm00001eb072190	chr2	+	False	True	4	0	10	14	True
Zm00001eb072220	chr2	-	False	True	3	0	10	13	True
Zm00001eb072270	chr2	+	False	True	5	0	13	18	True
Zm00001eb072290	chr2	+	False	True	0	0	0	0	False
Zm00001eb072330	chr2	-	False	True	2	2	3	7	True
Zm00001eb072360	chr2	+	False	True	8	0	6	14	True
Zm00001eb072460	chr2	-	False	True	7	1	29	37	True
Zm00001eb072480	chr2	-	False	True	11	1	64	76	True
Zm00001eb072510	chr2	-	False	True	7	0	18	25	True
Zm00001eb072520	chr2	-	False	True	4	2	18	24	True
Zm00001eb072600	chr2	-	False	True	10	1	38	49	True
Zm00001eb072650	chr2	+	False	True	10	0	21	31	True
